Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
Bendigo,2.6,18.2,0,0.8,,NE,26,NNE,15,54,1022.4,6,17.2,No,No
BadgerysCreek,9.8,25.6,0,,,ESE,35,E,20,48,1022.1,,24.8,No,No
Newcastle,21.2,28.7,0,,,,,NE,9,72,,7,26,No,Yes
Witchcliffe,14.1,17.3,6.6,,,WNW,72,W,26,91,1007.5,,14.1,Yes,Yes
Perth,18.6,27.9,0,8.6,11.1,SW,37,SW,17,53,1011.7,1,27.2,No,No
GoldCoast,21.1,26.4,4.2,,,SSE,52,SSE,15,76,1016.5,,25.5,Yes,Yes
Penrith,7.1,18.9,0,,,ESE,20,NW,9,41,,,18.3,No,No
Hobart,6.7,13.3,0.2,0.8,7.1,WNW,67,NW,17,45,1003.3,,12.8,No,Yes
Wollongong,16.8,20.5,0,,,S,54,S,20,74,1017.8,,20,No,No
NorahHead,15.2,25.8,0,,,E,22,ENE,15,72,1025.7,,22.9,No,No
Moree,20.1,33,0,10.4,11.4,SW,31,SSE,6,38,1010.3,5,31.4,No,No
BadgerysCreek,19,26.9,0,,,ESE,28,NE,17,61,1013.2,,26.2,No,No
Woomera,15.6,30.9,0,,,S,44,S,19,15,1015.1,,29.1,No,No
Melbourne,12.4,15.9,1,3.8,0.3,SE,48,S,19,81,1015.1,8,14.8,No,Yes
Ballarat,5.3,14.4,9.4,,,NW,46,NW,30,56,1008.4,8,12.9,Yes,Yes
Townsville,20,29.8,0,5,10.6,ENE,28,NE,17,48,1011.9,1,29.1,No,No
Darwin,19.5,32.6,0,8.4,10.7,N,39,NNW,24,57,1011.4,3,30.1,No,No
PerthAirport,15.9,33.8,0,10.4,12.1,E,59,E,28,21,1011.4,0,32.5,No,No
Sydney,21.3,33.3,0.8,4.6,8.6,S,61,ENE,17,58,1012.1,3,27.5,No,Yes
Hobart,10.7,12.2,9,0.6,1,SSW,35,ESE,9,83,992.2,7,11.5,Yes,Yes
PerthAirport,12.6,17.6,3.2,1.4,2.5,WSW,54,SW,20,79,1016.3,6,16.2,Yes,Yes
Canberra,-0.1,14.7,0,3.4,9.9,ENE,30,NE,15,43,1025.9,5,12.3,No,No
MountGambier,7.6,13.3,11.8,1.6,2.9,WSW,44,W,22,66,1013.1,3,12.6,Yes,Yes
Richmond,15.1,29.4,0,5.1,,ENE,31,N,4,42,1016.7,,28.5,No,No
Darwin,25.8,32.7,0,5.2,3.6,ESE,46,E,9,96,1005.4,8,24.3,No,Yes
Mildura,4.8,14.5,0.6,2.6,5.2,NW,67,NW,22,47,1013.8,8,13.3,No,Yes
Dartmoor,11.9,20.1,11,4.4,0.2,ESE,48,SE,19,99,1013.9,,14.1,Yes,Yes
AliceSprings,22.5,35.6,0,12.6,3.7,NE,63,E,22,32,1004.8,5,33,No,No
Tuggeranong,13.3,23.3,0,,,S,44,ESE,20,44,1016.9,,22.9,No,No
Sydney,15.4,20.5,23.4,2.2,9.1,WNW,65,WNW,30,39,1004.3,5,20.1,Yes,No
Dartmoor,12.3,14.4,0.4,7,1.9,NW,91,NNW,31,76,992.5,,13.4,No,Yes
Mildura,6.3,20.2,0,5.2,10.3,SSE,28,SSW,13,31,1020.7,0,19.6,No,No
Sydney,15.6,25.3,1.6,1,7.6,NW,74,W,41,47,1009.2,,19.8,Yes,Yes
Albury,4.7,11.8,6.6,,,W,30,W,19,64,1022.7,8,11.2,Yes,No
BadgerysCreek,14.2,20.6,15.8,,,ESE,39,ESE,26,68,1022.8,,18.8,Yes,Yes
Perth,8.9,21.5,0,2.6,4.5,WSW,20,W,11,57,1020.8,3,20.7,No,Yes
Perth,14.9,26.6,0,7.6,12.5,SSE,50,SE,17,26,1009.9,2,25.7,No,Yes
Walpole,9.6,16.9,0,,,W,46,W,22,73,1018.4,,15.5,No,Yes
Melbourne,6.1,14.4,,1.2,2,N,35,NNW,13,56,1011.8,,13.9,,Yes
Nhil,3.5,20,0.2,,,WSW,41,WSW,22,54,1014.5,,17.7,No,No
Launceston,2.2,13.8,0,,,NNW,35,NNW,20,73,,8,13.1,No,No
Albany,12.8,19.6,0,3,5.1,,,WSW,26,88,1004,8,12.9,No,Yes
Adelaide,9.4,16.3,4,,1.4,N,59,NW,19,59,997.3,,15.4,Yes,Yes
Newcastle,18.2,25,14.4,,,,,SE,4,67,,7,22.1,Yes,No
Bendigo,0,13.6,0.2,,,N,26,NNE,13,67,1026.4,,13.3,No,No
MountGinini,2.8,8,9,,,,,WSW,24,100,,,5.5,Yes,No
Cairns,16.9,26.4,4.8,1.8,10.7,NE,19,N,11,63,1007.9,1,26.1,Yes,No
Tuggeranong,8.3,15.5,0,,,NW,44,WNW,26,54,1014.2,,12.7,No,No
Darwin,24.5,34.1,0,7.6,10.1,ENE,37,NNE,28,45,1009.1,1,33.1,No,No
Portland,2.5,14.1,0,1.4,5.4,N,28,NNE,15,57,1022.5,7,13.7,No,No
Katherine,16.8,34.2,0,7.2,,SSE,31,S,11,23,1012.2,2,33,No,No
Nuriootpa,5,19.2,,,,,28,,,37,1020.3,,18.7,,No
Sale,15.2,23.2,1.2,3.6,8.8,W,69,W,37,41,1006.7,5,22.1,Yes,No
PearceRAAF,19.1,25.4,0,,0.5,ENE,63,W,28,71,1008.4,8,23.6,No,Yes
Richmond,3.2,12,0.2,,,WSW,17,WSW,4,91,1014.3,,11.6,No,Yes
NorahHead,19.8,24.5,14,,,NE,54,SSE,9,83,1015.6,,23.9,Yes,Yes
Albany,13,21.3,0,3.2,,,,,,,1010.4,,,No,Yes
CoffsHarbour,16.7,23.7,14.8,,,,,,,69,1014.2,8,21.5,Yes,No
Townsville,21.2,28,0.8,6.8,1.7,ESE,44,S,17,62,1016.1,7,25.4,No,Yes
Brisbane,22.2,22.4,1,7,0,W,22,,0,79,1013.5,8,21.4,No,Yes
Portland,4.2,9.8,11.8,3.2,7.6,W,69,S,24,85,1013.2,8,6.2,Yes,Yes
WaggaWagga,3.1,14.9,0,1.2,5.9,W,43,WSW,22,51,1014.8,7,14.4,No,Yes
Richmond,13.4,33.2,,5.4,,WNW,78,WNW,54,34,1006.4,,25.5,,No
Newcastle,19.2,32.5,0,,,,,,,,,,,No,Yes
Cairns,25.4,31.6,3,5.2,5.1,NNE,33,NE,19,79,1006.3,8,29.9,Yes,No
Wollongong,15.8,21.2,36.4,,,S,46,SSE,9,89,1004.8,8,20.2,Yes,Yes
Portland,3,13.2,0.2,1,4.2,SSW,41,S,20,64,1023.8,5,12.3,No,Yes
Ballarat,4.3,11,0.8,,,NW,35,NNW,22,89,1020.5,8,9.9,No,Yes
Albany,10.5,17,0,2.6,2.3,,,WSW,19,64,1019.8,7,16,No,Yes
Mildura,16.2,29.2,0,4,8.8,S,30,ESE,9,52,1013,5,28.4,No,No
MountGambier,7,14.6,1,1.2,6.6,W,31,W,24,59,1019.9,5,13.3,No,No
SydneyAirport,19.8,30.6,23.6,1.6,2.1,SSW,80,N,24,52,1001.2,8,30.2,Yes,Yes
Witchcliffe,9,24.5,0,,,SSE,44,S,24,44,1018.3,,22.8,No,No
NorfolkIsland,15.2,18.8,15.6,7.2,2.1,SSE,37,SSE,19,72,1014.7,5,17.4,Yes,Yes
Richmond,18.5,30.5,10.6,,,WSW,61,WNW,13,74,1006.3,5,21.3,Yes,Yes
Witchcliffe,11.7,18.7,1.2,,,WNW,50,NW,22,74,1013.9,,14.7,Yes,Yes
Penrith,9.4,24.3,,,,NNE,19,NNE,2,62,,,23,,Yes
Uluru,21.8,39.1,0,,,NE,41,E,11,9,1013.8,,38.2,No,No
Darwin,23.5,29.8,20.8,4.8,0,WNW,50,WNW,17,82,1003.9,8,29.7,Yes,Yes
AliceSprings,23.7,35.6,0,12.8,11.9,SE,39,SE,15,18,1006.8,7,34.9,No,No
Ballarat,13.6,17.1,0.4,,,N,35,SW,19,99,1007,8,11.8,No,Yes
NorahHead,18.6,20.4,39.2,,,S,54,SSW,31,100,1012.3,,19.3,Yes,Yes
Perth,7.2,19.6,0,2.6,8.6,NNW,35,WNW,13,58,1009.2,6,18.6,No,Yes
Perth,20.8,26.4,0,3.8,2,WNW,20,WNW,13,73,1013.5,6,24.1,No,No
PearceRAAF,10.8,30.7,0,,9.8,SSW,37,S,22,29,1012,3,29.7,No,No
SydneyAirport,18.2,27.4,0,8,9.2,S,57,SSE,37,61,1017.1,3,22.4,No,No
Adelaide,21.8,27.2,8.2,7.6,,SSW,52,N,15,64,1008.6,,25.6,Yes,Yes
MountGinini,-2.5,2.5,11.6,,,SW,78,W,28,97,,,0.8,Yes,No
Darwin,25,32.6,1.6,6.6,10.2,N,31,N,22,64,1005.7,2,31.5,Yes,Yes
Brisbane,14.6,28.7,0,7.4,10.7,N,44,NE,15,49,1010.4,2,26.6,No,No
Woomera,14.5,25.6,0,,,WSW,44,WSW,24,30,1013.6,1,23.7,No,No
Nuriootpa,11.1,22.4,0,6.6,7.5,SE,39,ESE,15,39,1019.9,6,20.4,No,No
Sale,7.5,15.5,10.2,2.2,8.2,WNW,94,WNW,65,44,993.3,6,13.2,Yes,Yes
Albany,12.9,15.5,6,,,,,,,,1018.9,,,Yes,No
Canberra,13.7,29.6,0,8,4.2,NNW,56,NW,30,37,1013.2,5,25.9,No,Yes
Albury,4.5,20.1,0,,,SE,22,W,9,45,1025.9,,19.3,No,No
WaggaWagga,6.2,12.8,8,0.4,2.5,W,56,W,31,67,1017.3,6,11.9,Yes,No
Dartmoor,15,24.2,0,9.4,0,NW,52,NW,20,99,1002.4,,21.1,No,Yes
Wollongong,17.7,25.4,0,,,NW,48,NW,6,44,1019.2,,23.9,No,No
Penrith,20.3,36.8,0,,,SSW,59,N,6,30,,,36.4,No,Yes
Albany,12.6,18.4,1.4,5,1.8,,,,,,1020.2,,,Yes,No
Williamtown,14.1,32.1,0,8,12.5,E,35,ESE,20,37,1016.5,0,31.4,No,No
Launceston,6.4,20.9,0,,,S,31,S,17,49,1014.6,,19.3,No,Yes
Witchcliffe,11.2,28.6,0.2,,,SSW,44,WNW,13,47,1015.2,,25.5,No,No
Wollongong,9.3,16.2,0,,,SSW,39,ESE,6,62,1018.5,5,15.9,No,Yes
GoldCoast,22.1,27.4,13.4,,,SE,72,SE,54,78,1009.9,,25.6,Yes,Yes
Canberra,-0.1,20.3,0,3.2,7.5,NNW,52,WNW,31,32,1016.1,,19.6,No,No
Moree,15.1,28.5,0.4,9.4,,WSW,78,N,39,32,1009.8,5,27.7,No,Yes
Tuggeranong,-3.2,12.4,,,,SSW,19,W,9,43,1020.5,,12,,No
Perth,19.2,36.4,0,13.2,13,NE,43,N,19,15,1008.1,3,35.4,No,No
Sale,1.1,14.2,0,,,NW,48,NW,30,51,1017.5,,13.6,No,No
PearceRAAF,13.5,23,0,,8.1,W,41,W,24,43,1011.7,3,21.9,No,Yes
Townsville,25,31.3,0.4,6.2,11.5,ENE,33,NE,26,70,1005.6,7,30.1,No,Yes
Sydney,6.7,17,0,5.2,9.6,WSW,50,W,20,27,1025.9,2,16.4,No,No
Ballarat,11.9,18.8,0,,,E,37,SW,13,94,1014.1,8,13.5,No,Yes
Adelaide,8.4,18.3,1,1,,SSE,19,S,9,46,1029.4,,17.8,No,No
NorahHead,10.4,20.3,,,,SSE,35,S,7,69,1022.8,,18.5,,Yes
AliceSprings,6.4,24.2,0,6.4,10.7,ENE,30,ESE,11,24,1015.3,3,23.4,No,No
PearceRAAF,2.9,19.5,1.6,,4.4,ENE,24,SE,9,47,1018.6,6,18.1,Yes,No
NorahHead,19.9,25.5,0,,,N,31,NE,20,79,1014,,24,No,No
Darwin,25.2,35.8,0.4,6.4,11.1,ENE,39,E,17,45,1005.5,6,34.7,No,Yes
Dartmoor,9,26.6,0,6,13.5,SSW,35,SSW,20,46,1019.4,,25.1,No,No
AliceSprings,23.4,26.4,0,10.2,0,SE,35,E,9,84,996.5,8,24,No,Yes
Launceston,7.4,27.6,0,,,NW,35,NNE,4,23,1018.5,,26.2,No,No
PearceRAAF,8,22.4,1.4,,12.1,SW,39,SW,13,35,1019.6,,22,Yes,No
AliceSprings,21.6,38.1,0,12.2,12,ENE,28,NE,19,22,1002,6,37.6,No,No
Woomera,17,21.9,0,10.2,1.4,SE,28,NNW,13,48,1016.4,7,21.4,No,No
Albany,10.3,15.9,11.2,1.2,2.2,,,W,19,66,1015,7,15,Yes,Yes
Bendigo,4.5,15.9,0,,,NNE,31,N,13,78,1013.5,8,15.3,No,Yes
Dartmoor,16,22.6,0,7.2,5.1,NNW,43,W,7,63,1011.3,,16.8,No,Yes
PearceRAAF,12.5,20.2,7,,9.5,W,39,W,26,58,1015.7,5,19.1,Yes,Yes
Witchcliffe,10.2,15.6,0,,,N,28,N,15,80,1026,,15.3,No,No
Woomera,20.7,24.3,0.2,10.4,5.8,SSE,43,SE,22,65,1009.4,7,24.1,No,Yes
Ballarat,0.5,10.4,1.6,,,S,50,S,31,62,1033.8,7,8.7,Yes,No
MountGinini,1,4.2,6,,,WNW,41,WNW,11,98,,,2.5,Yes,Yes
Moree,20.1,35.4,0,10.2,11.7,ENE,39,NNE,20,33,1011.8,1,33.1,No,No
Albury,0,16.2,0,,,WSW,24,WSW,19,45,1022.5,,15.2,No,No
Witchcliffe,15.5,27.5,0,,,SE,39,SSE,26,57,1013.6,,25.3,No,No
BadgerysCreek,20.6,38.5,0,,,SW,46,NE,7,39,1006.6,,37.1,No,Yes
Ballarat,14.4,17,8.6,,,S,30,,0,92,1009.6,8,16.6,Yes,Yes
Darwin,24.6,30.1,15.2,4.2,2.1,N,35,NNE,20,77,1002.9,7,29.4,Yes,Yes
NorahHead,17.7,20.6,1.6,,,N,87,WNW,26,40,998.9,,20.4,Yes,No
AliceSprings,22,25.7,57.8,2.2,0,N,31,ENE,15,96,1000,8,23.7,Yes,Yes
Cobar,10,26.7,0,11.6,,NNE,35,NNE,19,,1016.6,,25,No,No
AliceSprings,16.3,28.8,0,13.8,11.2,ESE,44,NE,20,14,1014.6,0,27.8,No,No
Ballarat,13.8,19,0,,,SW,41,SW,19,76,1008,8,17.7,No,Yes
PerthAirport,3.9,16.9,0,1.8,8.9,S,26,E,9,40,1022.3,1,16.3,No,No
Melbourne,23,28.4,0,8.8,4.8,N,43,WSW,13,49,1015.8,7,27.3,No,No
Walpole,10,13.3,20.4,,,WSW,57,WSW,22,59,1003.5,,11.2,Yes,Yes
BadgerysCreek,20.4,32.1,0,,,NE,17,SE,2,56,1014.3,,31.1,No,No
PearceRAAF,21.1,32.3,0,,7.3,E,59,WSW,6,46,1017.5,,32.2,No,Yes
PearceRAAF,9.5,23.3,0,,12.3,ESE,41,SSE,15,30,1020.5,0,22.9,No,No
Witchcliffe,18.3,25.9,0,,,SSE,43,SE,22,62,1016.3,,24.2,No,No
Ballarat,-1.2,16.2,0.2,,,N,43,N,30,56,1017.9,,16.1,No,No
Bendigo,1.1,15.3,0,1.6,,NNE,41,NE,22,45,1020.5,5,14.5,No,Yes
Launceston,4.2,20.2,0,,,N,33,NNW,17,53,,5,19,No,No
Albany,16.8,21.6,0,6.2,5.6,,,WSW,26,73,1016.5,3,21.1,No,Yes
NorfolkIsland,19,23.9,0.8,6.4,10.8,E,48,E,28,60,1017.6,3,23.7,No,No
Albany,12.9,21.5,0,4,4.1,,,,,,1022.8,,,No,No
MountGambier,7.7,31,0,5.8,13.5,SSW,48,SW,13,20,1014.1,3,28.5,No,No
Sydney,20.7,27,85,3.4,5.9,ESE,46,E,19,85,1021.8,7,23.1,Yes,Yes
Albury,11.1,24.9,0,,,W,69,N,20,52,1014.4,,24.5,No,Yes
Albany,11.1,20.6,0.8,0.6,3.1,,,,,,1006.6,,,No,Yes
Nuriootpa,12.2,13.4,0,10.2,2.4,W,52,WNW,30,69,1004.2,,12.6,No,Yes
Cobar,6.8,18.8,0,1.4,,NW,37,WNW,17,36,1015.2,1,18.1,No,No
MelbourneAirport,10.8,19.4,3,6.2,1.8,SSW,41,SSW,28,47,1016.5,7,17.6,Yes,Yes
Walpole,13.5,19.8,0,,,WNW,50,WSW,17,96,1013.9,,14.2,No,Yes
Albany,16.8,22.2,0,4.6,10,,,SSE,17,57,1019,4,21.4,No,No
BadgerysCreek,9,18.3,0,,,NNE,13,NNE,6,70,1025.8,,17.1,No,No
Adelaide,12.3,20.2,3.8,5.2,,WSW,39,WSW,20,37,1016.5,,19.7,Yes,No
Newcastle,,16,12,,,,,SE,4,98,,8,15.2,Yes,Yes
SydneyAirport,18.3,28.4,0,4.4,3,N,46,NNW,31,67,1008.2,7,23.4,No,No
Cairns,20.4,32.7,0,,,SE,46,SE,31,44,1010.2,,30.7,No,No
Darwin,23.6,32.3,7.8,7,10.6,NW,31,NNW,19,64,1005.2,2,31.4,Yes,Yes
Albany,8.8,17,6.2,2.4,7,,,NW,6,55,1011.8,7,15.8,Yes,No
Portland,8,12.8,2.2,1.6,8.1,E,41,NE,13,70,1024,7,12.2,Yes,No
Cairns,25.7,31.4,6.6,5.2,1,SE,48,S,17,73,1006.4,7,28.3,Yes,Yes
NorahHead,22.9,28.1,0,,,SW,59,NE,31,83,1008,,26.8,No,Yes
Sydney,22.1,29.9,0.4,7.6,2.9,SSW,59,E,17,65,1005.9,7,27.1,No,Yes
Darwin,23.5,31.7,16.2,2,4.8,NNW,39,NE,9,70,1006.4,7,31,Yes,Yes
MountGambier,1.2,15,0,3.2,2.8,WSW,43,SW,26,92,1013.9,8,11.5,No,Yes
Brisbane,21.1,23.5,31.2,2.2,0,E,33,ESE,13,96,1009.9,8,22.6,Yes,Yes
Brisbane,21.7,27.2,21.6,3.4,0,ENE,39,ENE,20,68,1017.6,7,26,Yes,Yes
Bendigo,21.1,34.1,0,6.2,,N,33,NNE,17,27,1014.7,,33.6,No,No
MountGambier,4.5,17.4,1.4,0.8,6.3,N,37,N,24,49,996.3,1,17.1,Yes,Yes
Cobar,11.8,28.5,0,22.4,,NE,43,ESE,17,17,1018.7,0,27.2,No,No
BadgerysCreek,21.3,34.3,0,,,E,33,NE,19,44,1015.9,,33.3,No,No
NorahHead,19.8,27.3,0,,,SW,46,ENE,15,75,1014.9,,25.2,No,Yes
Hobart,8,12.8,0,3.8,4.4,W,76,WSW,37,39,985.4,,9.3,No,Yes
Williamtown,9.2,18.8,1,4.4,,WSW,15,NNW,7,73,1023,7,18.1,No,No
PerthAirport,12.2,17.9,1.8,2.4,3.2,WSW,50,W,20,72,1010.3,8,15.8,Yes,Yes
Tuggeranong,10.5,12.3,28.2,,,N,20,N,6,100,1009.9,,12.1,Yes,Yes
Ballarat,16,30,2.4,,,WSW,35,SW,13,41,1009.3,,26.8,Yes,Yes
Tuggeranong,-3.6,9.7,0.2,,,NW,17,NW,7,74,1024.7,,8.6,No,No
BadgerysCreek,15.1,28.5,0,,,SE,35,ESE,22,58,1008.1,,26.3,No,No
Townsville,25.7,32.7,0,5.8,,WSW,33,N,22,64,1005.9,5,30.6,No,Yes
CoffsHarbour,6.9,21.1,0,2.8,7.2,SW,37,SSW,19,56,1021.9,6,19.6,No,Yes
MountGambier,10.3,30.7,0,4,13,SSW,33,SSW,20,31,1015.9,1,30.2,No,No
Hobart,4.3,13.6,0,0.6,2.4,SSW,31,S,9,55,1001.2,7,12.1,No,No
Richmond,14.3,17.5,0,,,SE,19,SW,11,83,1025.7,,16.1,No,Yes
BadgerysCreek,15,32,0,,,NE,22,NNE,6,32,1009.7,,31.4,No,No
Richmond,9.8,21.2,0,,,WSW,52,WSW,28,30,1013.9,,20.1,No,No
CoffsHarbour,18.8,26.4,0.6,5.6,7.7,ESE,28,ESE,17,56,1018.8,3,26,No,Yes
Perth,8.6,18.9,3.2,2.2,7.8,S,22,W,9,65,1020.7,7,17.6,Yes,Yes
Melbourne,11.4,20.5,0,4,8.5,N,70,N,52,28,1010.3,2,20.2,No,No
Launceston,6.3,19.1,0,,,NW,26,NW,13,70,1023.8,,18.6,No,Yes
Wollongong,21.2,25.5,3.8,,,ENE,33,ENE,26,73,1024.6,,24.2,Yes,Yes
Canberra,3.6,12.5,7.2,,,W,43,NNW,24,73,1009.3,8,11.7,Yes,Yes
Nuriootpa,3.5,15.1,0.1,1.9,6.4,WNW,24,WSW,13,68,1024.1,6,13.9,No,No
PearceRAAF,10.9,24.8,0,,5,S,35,SSW,20,48,1015.3,2,24.3,No,No
Portland,10.4,15.2,3.6,1.4,6,WSW,72,W,33,93,1013.9,8,12.9,Yes,Yes
Hobart,11.9,19.9,0,4.2,8.4,SE,41,SE,26,55,1011.4,,17.5,No,No
Portland,12.1,16.4,1.6,2,1.7,WNW,56,W,15,97,1018.8,7,14.6,Yes,Yes
Mildura,16.1,37,0,8.6,13.2,WNW,33,WSW,9,16,1009.3,3,35.4,No,No
Adelaide,12.3,19.5,1,,,WSW,48,SW,22,36,1017.7,,18.7,No,No
Albany,14.5,22.5,0,5.2,3.4,,,,,,1009.8,,,No,Yes
Melbourne,18.3,29,0,3.6,11.4,SSE,30,S,17,51,1006,,27,No,Yes
MountGinini,-4.6,5.5,3.8,,,SE,39,SSW,9,77,,,4.4,Yes,No
Bendigo,3.7,21.8,0,,,W,24,W,13,31,1031.4,0,20.9,No,No
Ballarat,13.6,18.6,4.2,,,WNW,50,WSW,35,86,1007.3,8,13,Yes,Yes
Wollongong,20.6,22.7,0,,,S,59,S,43,74,1016.2,7,22,No,Yes
Nuriootpa,14.9,26.8,0,3.2,8,W,35,ENE,9,42,1014,3,26,No,No
Perth,18.5,31.7,0,9.6,6.8,E,30,SSW,15,42,1008.1,8,29.9,No,No
Cobar,18.7,34.9,0,8.8,,SSE,28,SSW,7,9,1020.5,7,33.9,No,No
Woomera,10.4,18.2,13.6,1.8,7,WSW,63,SW,35,74,1012.6,6,14.5,Yes,Yes
Sydney,23.6,29.1,0,14,3.6,SSE,50,S,22,79,1017.2,8,21.5,No,Yes
Hobart,3.6,13.4,0,0.8,8,NW,31,NNW,11,57,1028.2,2,13.1,No,No
Watsonia,6.4,19.2,0,4,9,N,31,ENE,15,39,1021.7,2,18.5,No,No
Nuriootpa,19.3,34.8,0,13.8,12.5,SE,56,SSE,7,20,1010.6,3,33.6,No,No
SalmonGums,12.8,35.7,0,,,E,41,W,17,17,,,34.4,No,No
GoldCoast,13,21.5,0,,,ENE,28,ESE,20,57,1019.3,,20.3,No,No
NorfolkIsland,20.4,26.5,0,8,10,E,41,SE,24,73,1011,6,23.7,No,Yes
Watsonia,12.5,28.5,0,7.8,2.6,N,54,NE,11,35,1008.1,7,25.3,No,No
Launceston,,14.1,,,,NNW,56,NNW,20,83,,8,13,,Yes
Uluru,16.6,34,0,,,ENE,48,S,19,21,1006.4,,31.3,No,No
GoldCoast,21.5,28.5,6.8,,,NNE,26,NNE,17,73,1012.8,,26.6,Yes,No
Witchcliffe,12.2,19.6,19,,,SSE,35,S,17,72,1008.2,,16.5,Yes,Yes
Sydney,9.6,18.3,4.6,2.6,3.9,,,SE,13,54,1027.4,5,17.6,Yes,No
Mildura,20.5,26.8,2.6,2.4,9.3,W,37,SW,19,56,1008.5,5,26.1,Yes,No
Watsonia,7.8,17.1,0,5.4,5.8,N,50,NNE,17,59,1005.9,5,15.7,No,No
Newcastle,16.6,25,0,,,,,SE,4,58,,6,23.2,No,No
NorahHead,12.9,21.5,2,,,W,22,NE,9,79,1024.6,,18.3,Yes,No
PearceRAAF,14.7,32.6,0,,13,SSW,48,SSW,13,11,1015.1,,31.5,No,No
Williamtown,7.2,22.7,0,3.4,,ENE,41,ENE,28,57,1028.3,,21.6,No,No
Albany,14,19.2,36.4,5.2,6,,,ESE,13,57,1023.4,3,18.5,Yes,Yes
MountGambier,4.2,13,4,3.2,0.1,NNE,83,NNW,31,88,1006.2,8,12.1,Yes,Yes
Woomera,22.3,36.3,0,11.6,12.5,NNW,35,N,19,15,1010.6,2,35,No,No
Moree,11,13.6,1.6,,,WSW,52,WSW,33,90,1003,8,13,Yes,Yes
Cobar,4.9,19.1,0,5,,N,26,NW,13,32,1018.6,7,18.2,No,No
Penrith,12.8,21.7,3.4,,,WNW,63,NW,22,37,,,20.7,Yes,No
Tuggeranong,7.4,25.7,0,,,W,28,NW,15,36,1019.4,,23.6,No,Yes
Hobart,7.2,14.2,3.4,3,11.4,SE,39,SE,24,39,1016.9,,13.8,Yes,No
Richmond,3.6,16.5,0,1.4,,SSW,33,SSW,20,41,1026.1,4,15.6,No,No
Tuggeranong,5.1,22.6,0,,,W,50,WNW,11,36,1012.7,,20.5,No,Yes
Albany,8.8,12.7,14.2,3,0.1,,,WSW,50,76,999.2,7,12,Yes,Yes
Richmond,11,16.8,15.2,0.2,,S,35,S,13,61,1017,,16.6,Yes,No
Moree,13.4,33.1,0,9,,ENE,56,SW,7,25,1016.2,4,31.4,No,No
Albury,-1.6,12.4,0,,,NNW,52,SSE,7,46,1028.9,,11.8,No,No
Woomera,10.4,22.6,0,8.2,,SE,31,SSW,20,34,1021.5,,21.2,No,No
Penrith,12.8,27.2,0,,,E,28,NE,11,39,,,26.5,No,No
Dartmoor,10.7,15.4,8.6,1,3.1,NW,56,NW,26,88,1008.7,,14.7,Yes,Yes
Albury,17.8,31.9,9.8,,,E,56,SSE,15,37,1018.6,,30.2,Yes,No
SalmonGums,12.6,20.9,5.2,,,N,37,WNW,17,60,,,20.8,Yes,No
Wollongong,8.9,18.6,0,,,NNW,30,NNE,9,52,1020.3,,18.4,No,No
NorfolkIsland,15.3,20.1,36,,1.8,NE,54,NNE,20,89,1009.3,6,18.6,Yes,Yes
CoffsHarbour,15.4,25.6,0,3.2,9.5,S,28,SE,17,56,1018.4,2,24.6,No,No
MelbourneAirport,3.5,14.8,0,1.2,8,SSE,28,SSW,15,49,1035.1,5,14.2,No,No
Bendigo,5.9,18.6,0,,,NNE,24,ENE,15,52,1015.7,5,17.9,No,No
Portland,10.1,14.1,24.6,0.8,0.3,SSW,41,SW,19,94,1010.2,8,12.8,Yes,Yes
Sydney,8.6,17.4,0.8,4.2,0.7,SE,78,SSE,39,74,1015.8,,16.2,No,Yes
BadgerysCreek,0,25.8,0.2,,,NW,50,N,17,30,1008.7,,25.2,No,No
Nuriootpa,5.1,16.5,0,2.4,1.3,WNW,52,N,17,70,1007.5,,14.5,No,Yes
Walpole,10.7,20.1,0,,,NW,39,NW,17,60,1010.7,,18.2,No,Yes
Portland,7.2,12.7,14.6,3,7.5,WSW,80,W,48,78,1008.8,8,10.7,Yes,Yes
Darwin,21.5,32.8,0,5.4,10.5,ESE,37,E,15,30,1009.8,0,32.1,No,No
Nhil,12.9,22.3,0.6,,,NW,31,N,7,63,1013.2,,21.8,No,Yes
BadgerysCreek,14.9,21.3,0.2,,,S,24,E,13,60,1022,,20.4,No,No
Walpole,15.8,19.8,2.8,,,SE,26,SSE,13,75,1018.2,,19.4,Yes,Yes
Nuriootpa,16.7,30.7,0,36,7.4,SSE,39,S,24,32,1009.1,6,27.7,No,No
WaggaWagga,9.7,15.6,0.4,5.2,4,WNW,57,WNW,28,77,1008,5,14.2,No,Yes
Moree,15.6,29.4,2.8,9,7,NE,48,N,22,40,1017.6,1,28.1,Yes,Yes
Tuggeranong,-0.5,15.2,0,,,N,33,N,20,49,1017.2,,14.4,No,No
SalmonGums,16.8,17.8,1.8,,,SE,43,ESE,20,88,,,17.3,Yes,Yes
Bendigo,0.6,15.2,0,,,SSE,15,,0,47,1022.9,,14.9,No,No
Canberra,6.3,11.8,0,2.6,6.5,WNW,63,WNW,28,48,1020.4,1,11.5,No,No
Tuggeranong,17.4,36.8,0,,,WNW,48,NW,28,21,1007.5,,35.4,No,No
Moree,13,18.2,26.2,4.6,0,,,N,13,98,1015.2,8,17.6,Yes,Yes
